1,0,0,0,0,508.25,398.5,247,0,45
2,0,0,0,0,510.375,400.5,247,0,45
3,0,3632,3632,3632,512.5,402,247,0,45
4,0,9488,9488,9488,514.375,403.625,247,0,45
5,0,4176,4176,4176,516.75,405.125,247,0,45
6,0,2160,2160,2160,519.625,406.5,247,0,45
7,0,0,0,0,522.25,408,247,0,45
8,0,3728,3728,3728,525,409.25,247,0,45
9,0,1968,1968,1968,528.125,410.5,247,0,45
10,0,2560,2560,2560,530.625,411.25,247,0,45
11,0,2272,2272,2272,533.25,412.25,247,0,45
12,0,2832,2832,2832,535.375,413.125,247,0,45
13,0,2848,2848,2848,537.875,414.125,247,0,45
14,0,2320,2320,2320,540.25,415.25,247,0,45
15,0,3264,3264,3264,542.75,416.25,247,0,45
16,0,2656,2656,2656,545.125,417.5,247,0,45
17,0,2432,2432,2432,547.875,418.875,247,0,45
18,0,1552,1552,1552,550.625,419.875,247,0,45
19,0,5296,5296,5296,553.625,420.875,247,0,45
20,0,4000,4000,4000,555.5,421.625,247,0,45
21,0,3152,3152,3152,557.5,422.5,247,0,45
22,0,3744,3744,3744,559.875,423.375,247,0,45
23,0,2512,2512,2512,562.125,424.125,247,0,45
24,0,2528,2528,2528,564.5,425,247,0,45
25,0,2688,2688,2688,567,425.75,247,0,45
26,0,3008,3008,3008,569.625,426.75,247,0,45
27,0,2416,2416,2416,572.125,427.5,247,0,45
28,0,3760,3760,3760,574.5,428.375,247,0,45
29,0,3968,3968,3968,576.75,429.125,247,0,45
30,0,2720,2720,2720,579.75,430.125,247,0,45
31,0,3888,3888,3888,582.375,430.875,247,0,45
32,0,2960,2960,2960,585.375,431.625,247,0,45
33,0,2640,2640,2640,588.375,432.375,247,0,45
34,0,2944,2944,2944,591.375,433.25,247,0,45
35,0,1872,1872,1872,594.625,434.125,247,0,45
36,0,1840,1840,1840,597.5,435.125,247,0,45
37,0,1648,1648,1648,600.375,436,247,0,45
38,0,1344,1344,1344,603.5,436.625,247,0,45
39,0,592,592,592,606.375,438.125,247,0,45
40,0,1232,1232,1232,608.875,439.375,247,0,45
41,0,1360,1360,1360,611.375,440.625,247,0,45
42,0,2672,2672,2672,614,441.75,247,0,45
43,0,2640,2640,2640,616.125,442.625,247,0,45
44,0,2736,2736,2736,618.75,443.375,247,0,45
45,0,2576,2576,2576,621.75,443.5,247,0,45
